name,class,since,until
RELATIVE_FULL,IntlDateFormatter,8.0,
RELATIVE_LONG,IntlDateFormatter,8.0,
RELATIVE_MEDIUM,IntlDateFormatter,8.0,
RELATIVE_SHORT,IntlDateFormatter,8.0,
CREATE_INDEX,SQLite3,8.0,
CREATE_TABLE,SQLite3,8.0,
CREATE_TEMP_INDEX,SQLite3,8.0,
CREATE_TEMP_TABLE,SQLite3,8.0,
CREATE_TEMP_TRIGGER,SQLite3,8.0,
CREATE_TEMP_VIEW,SQLite3,8.0,
CREATE_TRIGGER,SQLite3,8.0,
CREATE_VIEW,SQLite3,8.0,
DELETE,SQLite3,8.0,
DROP_INDEX,SQLite3,8.0,
DROP_TABLE,SQLite3,8.0,
DROP_TEMP_INDEX,SQLite3,8.0,
DROP_TEMP_TABLE,SQLite3,8.0,
DROP_TEMP_TRIGGER,SQLite3,8.0,
DROP_TEMP_VIEW,SQLite3,8.0,
DROP_TRIGGER,SQLite3,8.0,
DROP_VIEW,SQLite3,8.0,
INSERT,SQLite3,8.0,
PRAGMA,SQLite3,8.0,
READ,SQLite3,8.0,
SELECT,SQLite3,8.0,
TRANSACTION,SQLite3,8.0,
UPDATE,SQLite3,8.0,
ATTACH,SQLite3,8.0,
DETACH,SQLite3,8.0,
ALTER_TABLE,SQLite3,8.0,
REINDEX,SQLite3,8.0,
ANALYZE,SQLite3,8.0,
CREATE_VTABLE,SQLite3,8.0,
DROP_VTABLE,SQLite3,8.0,
FUNCTION,SQLite3,8.0,
SAVEPOINT,SQLite3,8.0,
RECURSIVE,SQLite3,8.0,
OK,SQLite3,8.0,
DENY,SQLite3,8.0,
FILTER_FLAG_SCHEME_REQUIRED,,,7.4
FILTER_FLAG_HOST_REQUIRED,,,7.4
INPUT_REQUEST,,,7.4
INPUT_SESSION,,,7.4
INTL_IDNA_VARIANT_2003,,,7.4
NONE,Normalizer,,7.4
MB_OVERLOAD_MAIL,,,7.4
MB_OVERLOAD_STRING,,,7.4
